Coupling,Acid,Amine,rate,ln rate,e gas_acid_boltz,g gas_acid_boltz,E THF_acid_boltz,G THF_acid_boltz,dipole_acid_boltz,E (HOMO)_acid_boltz,E (LUMO)_acid_boltz,mu_acid_boltz,eta LUMO-HOMO_acid_boltz,omega_acid_boltz,Polarizability (1)_acid_boltz,NBO-C1 C=O_acid_boltz,NBO-O2 C=O_acid_boltz,NBO-O3 O-H,NBO-C4_acid_boltz,NBO-H5 O-H_acid_boltz,NMR-C1 C=O_acid_boltz,NMR-C4_acid_boltz,NMR-H5 O-H_acid_boltz,angle-O2-C1-C4_acid_boltz,Sterimol-L-C1-C4_acid_boltz,Sterimol-B1-C1-C4_acid_boltz,Sterimol-B5-C1-C4_acid_boltz,IR-freq-C=O_acid_boltz,IR-freq-O-H_acid_boltz,Vbur-2.5A_acid_boltz,Vbur-3.0A_acid_boltz,Vbur-2.0A_acid_boltz,e gas_anion_boltz,g gas_anion_boltz,E THF_anion_boltz,G THF_anion_boltz,dipole_anion_boltz,E (HOMO)_anion_boltz,E (LUMO)_anion_boltz,mu_anion_boltz,eta_anion_boltz,omega_anion_boltz,Polarizability (1)_anion_boltz,NBO-C1 C=O_anion_boltz,NBO-C4_anion_boltz,delta_NBO-O2-O3_anion_boltz,ave_NBO-O2-O3_anion_boltz,NMR-C1 C=O_anion_boltz,NMR-C4_anion_boltz,Sterimol-L-C1-C4_anion_boltz,Sterimol-B1-C1-C4_anion_boltz,Sterimol-B5-C1-C4_anion_boltz,IR-freq-CO2_asym-stretch_anion_boltz,IR-freq-CO2_sym-stretch_anion_boltz,Vbur-2.5A_anion_boltz,Vbur-3.0A_anion_boltz,Vbur-2.0A_anion_boltz,e gas_interm_boltz,g gas_interm_boltz,E THF_interm_boltz,G THF_interm_boltz,dipole_interm_boltz,E (HOMO)_interm_boltz,E (LUMO)_interm_boltz,mu_interm_boltz,eta_interm_boltz,omega_interm_boltz,Polarizability (1)_interm_boltz,NBO-C1_interm_boltz,NBO-O2_interm_boltz,NBO-N3_interm_boltz,NBO-C4_interm_boltz,NMR-C1_interm_boltz,NMR-C4_interm_boltz,angle-N3-C1-O2_interm_boltz,angle-N3-C1-C4_interm_boltz,dihedral-C5-N3-C1-O2_interm_boltz,dihedral-C6-N3-C1-O2_interm_boltz,dihedral-C4-C1-N3-C5_interm_boltz,dihedral-C4-C1-N3-C6_interm_boltz,Sterimol-L-C1-C4_interm_boltz,Sterimol-B1-C1-C4_interm_boltz,Sterimol-B5-C1-C4_interm_boltz,IR-freq-C=O_interm_boltz,Vbur-2.5A_interm_boltz,Vbur-3.0A_interm_boltz,Vbur-2.0A_interm_boltz,e gas_amine_boltz,g gas_amine_boltz,E THF_amine_boltz,G THF_amine_boltz,dipole_amine_boltz,E (HOMO)_amine_boltz,E (LUMO)_amine_boltz,mu_amine_boltz,eta_amine_boltz,omega_amine_boltz,Polarizability (1)_amine_boltz,NBO-N1_amine_boltz,NBO-C4_amine_boltz,delta_NBO-H2-H3_amine_boltz,ave_NBO-H2-H3_amine_boltz,NMR-C4_amine_boltz,delta_NMR-H2-H3_amine_boltz,ave_NMR-H2-H3_amine_boltz,pyramidalization N1 (1st)_anion,lone-pair-N1_anion,angle-H2-N1-H3_amine_boltz,delta_angle-C4-N1-H2_C4-N1-H3_amine_boltz,ave_angle-C4-N1-H2_C4-N1-H3_amine_boltz,Sterimol-L-N1-C4_amine_boltz,Sterimol-B1-N1-C4_amine_boltz,Sterimol-B5-N1-C4_amine_boltz,IR-freq-N-H_sym-stretch _amine_boltz,IR-freq-N-H_asym-stretch_amine_boltz,IR-freq-N-H_bend_amine_boltz,Vbur-2.5A_amine_boltz,Vbur-3.0A_amine_boltz,Vbur-2.0A_amine_boltz
Ac19-N8,Ac19,N8,1.1503,0.140022778,-347.1608748,-347.0473412,-346.988786,-346.8752524,2.052049472,-0.355004351,0.000826238,-0.17709338,0.355830589,0.044070209,68.0915165,0.844432451,-0.635316862,-0.7183501,-0.499865981,0.496309146,-6.04479056,141.5978717,25.55568579,126.2991088,5.253593203,1.958087315,4.503690935,1810.236585,3756.792759,70.83426836,52.71637221,88.91810608,-346.601142,-346.5015428,-346.4984999,-346.3989007,10.04980103,-0.250212643,0.018967516,-0.11561768,0.269180159,0.024835337,80.73144347,0.793809422,-0.501763695,0.001679536,-0.830881879,-4.912265592,134.0913214,5.418128628,2.080742044,4.483413218,1653.076928,1349.175611,68.66221922,50.26765644,87.94079776,-496.9870608,-496.8315233,-496.7541201,-496.5985826,4.388579921,-0.302866666,-0.015671655,-0.159271033,0.287195011,0.044163993,109.6072899,0.770818024,-0.587282462,-0.496690093,-0.493813879,-4.163895918,139.0287009,119.6702682,116.2499845,92.85050782,86.44977041,86.7477338,92.77461129,5.268476061,1.951399384,5.295311471,1788.65116,75.2936192,61.72521403,89.92405589,-343.069405,-342.967559,-342.9026174,-342.8007714,2.7865,-0.30244,-0.00322,-0.15283,0.29922,0.03903,84.7624,-0.87243,-0.21232,0.00076,0.57826,138.9523,0.0441,30.87735,0.7762,-0.38415,106.709,0.146,110.465,4.87203638,1.7,5.987965019,3493.7978,3571.3233,1666.9311,48.0505409,36.60271839,70.26991697
Ac9-N6,Ac9,N6,1.2320,0.20859828,-536.2810592,-536.2196514,-536.0691891,-536.0077813,4.529849637,-0.332414676,-0.04296613,-0.187693096,0.289448546,0.060853839,81.52444275,0.823636389,-0.612470528,-0.700906219,-0.26817025,0.504580367,7.722230447,58.36658316,24.91051157,124.5753903,6.400994039,1.700018409,3.827836572,1792.963547,3765.823556,69.7382813,51.80877588,88.22320557,-535.739503,-535.692407,-535.5927724,-535.5456764,10.87605,-0.27047,0.01312,-0.12867,0.28359,0.02919,92.11615,0.78197,-0.20411,0.011225,-0.7870925,3.786900011,31.74120001,6.484865635,2.190861063,3.828453514,1688.326,1341.65015,68.29889638,49.88092922,88.06239393,-686.1061512,-686.0026083,-685.8321532,-685.7286102,6.175577816,-0.307328294,-0.047172677,-0.17725,0.260155618,0.060382624,124.654323,0.747173857,-0.560920052,-0.491334145,-0.244959659,5.754512713,50.70556634,121.1257664,117.2859474,79.83113471,94.51780053,100.4102057,85.24085909,6.403473395,2.110347884,5.288207783,1763.976767,74.8538479,61.36629608,89.96684398,-480.7253645,-480.5675397,-480.4825554,-480.3247306,1.751256887,-0.267075286,-0.019887314,-0.14348195,0.247187972,0.041645584,139.2578667,-0.880405794,-0.210143,0.003515597,0.368050958,139.405671,0.580331644,30.64385272,0.777734725,-0.429213807,106.807428,0.631341866,110.3313565,5.655189822,1.796887292,7.079468286,3498.705843,3576.484395,1663.59863,50.68469736,39.58448318,71.60193211
Ac1-N6,Ac1,N6,1.5673,0.449354394,-543.8035808,-543.5590307,-543.5083487,-543.2637986,2.007054324,-0.351506266,0.000794646,-0.175356014,0.352300912,0.043641485,128.3366823,0.841832171,-0.636284417,-0.718098456,-0.502370112,0.495987621,-6.76706478,152.052178,25.54190445,126.2555128,7.121456763,1.993439175,8.469990942,1810.954726,3757.66457,70.2330218,52.04906691,88.65378312,-543.2458707,-543.0148129,-543.0148129,-542.7837552,18.2166934,-0.250686465,0.014810239,-0.11793877,0.265496705,0.026196236,141.2315129,0.791253592,-0.503071748,0.002421391,-0.831287182,-5.186805011,145.6135978,5.768744911,1.97432454,9.670036655,1650.693054,1353.255063,68.90478482,50.91126914,88.01249792,-693.6304154,-693.3441664,-693.2743183,-692.9880693,4.665315461,-0.302567249,-0.015277038,-0.158923215,0.287290211,0.043957231,170.7375271,0.768623984,-0.587457647,-0.496628852,-0.496251344,-4.652138337,149.0020611,119.7311493,116.0760382,71.2351108,108.1864568,108.4817745,71.11061238,6.531767621,1.928630721,10.04686984,1790.916724,74.73912721,61.10645727,89.64034857,-480.7253645,-480.5675397,-480.4825554,-480.3247306,1.751256887,-0.267075286,-0.019887314,-0.14348195,0.247187972,0.041645584,139.2578667,-0.880405794,-0.210143,0.003515597,0.368050958,139.405671,0.580331644,30.64385272,0.777734725,-0.429213807,106.807428,0.631341866,110.3313565,5.655189822,1.796887292,7.079468286,3498.705843,3576.484395,1663.59863,50.68469736,39.58448318,71.60193211
Ac15-N16,Ac15,N16,2.2738,0.821452441,-1417.648557,-1417.559184,-1417.36911,-1417.279737,4.319636897,-0.308236754,-0.049617959,-0.178927356,0.258618795,0.061899827,144.2270607,0.796646376,-0.624635331,-0.709388891,-0.291039903,0.501209859,4.057410296,40.73120105,25.30066248,125.3245343,8.581687999,2.055157154,5.52230759,1786.838763,3770.624435,67.58027242,47.96946794,87.87484476,-1417.097886,-1417.022857,-1416.886541,-1416.811512,20.2115,-0.26799,-0.00748,-0.13773,0.26051,0.03641,155.967,0.74986,-0.23267,0.00876,-0.80651,3.0511,14.6804,8.70850392,2.123152323,5.51982958,1676.8802,1332.7821,65.8419068,45.92453135,87.20359145,-1567.474877,-1567.344869,-1567.133558,-1567.00355,7.29873917,-0.302863063,-0.063606276,-0.183229821,0.239256787,0.070166819,193.7663201,0.719218371,-0.58830565,-0.48301831,-0.293556829,8.348976631,42.73425641,119.7295081,115.9493075,93.2160738,85.97623184,86.71083976,94.0968546,8.51216391,2.519650431,5.60705168,1762.585214,72.31753896,57.2114327,89.08817238,-252.002541,-251.87542,-251.8591249,-251.7320039,1.7994,-0.29959,0.00315,-0.14822,0.30274,0.03628,67.0197,-0.89476,-0.03734,0.00649,0.364205,128.1818,0.4869,31.20905,0.7671,-0.37405,106.873,0.364,110.861,4.26616995,1.925297439,4.16982193,3491.6191,3569.2888,1659.8304,52.31628355,42.28046133,72.26857489
Ac22-N14,Ac22,N14,2.6537,0.975954893,-635.5324605,-635.4821822,-635.2928585,-635.2425802,2.433127245,-0.333338761,-0.042008661,-0.187678092,0.2913301,0.060449421,82.54058201,0.804556818,-0.605838633,-0.688123898,0.010006113,0.501609494,8.567303835,37.28955891,25.07648148,124.4865849,7.026485919,1.720568999,3.859402258,1798.140976,3764.848172,69.3049708,50.82850893,88.14954904,-634.992782,-634.955387,-634.8169039,-634.7795089,12.9052,-0.27107,0.00635,-0.13236,0.27742,0.03158,92.8954,0.76646,0.08965,0,-0.78003,2.7694,6.5119,7.11961753,2.424928877,3.853603721,1693.6273,1359.9408,68.03974178,49.17668504,88.08682597,-785.3582111,-785.2660508,-785.0550103,-784.96285,4.677252961,-0.309386524,-0.036494438,-0.172937955,0.272892086,0.054799284,124.0642333,0.738581961,-0.542233211,-0.493863392,0.039387054,6.953003527,28.89231459,122.2015767,115.4928569,88.7946098,89.99123786,91.16672569,90.04742665,7.0193501,2.319081067,5.30915556,1796.504207,74.48772662,60.52636003,89.83588429,-1123.812298,-1123.711957,-1123.514945,-1123.414604,3.000443063,-0.315348037,-0.014427252,-0.164885802,0.300920785,0.045174867,115.4197601,-0.880660402,-0.205574554,0.007945119,0.371841605,139.1816815,0.18806778,30.68944455,0.770797394,-0.389063123,107.298945,0.141904435,110.4648303,5.972255358,1.925841458,7.204349037,3500.333536,3580.397126,1661.291581,50.21385295,39.70241674,71.07794434
Ac11-N10,Ac11,N10,2.8829,1.058796732,-534.324976,-534.236612,-534.095435,-534.007071,3.8487,-0.323,-0.05354,-0.18827,0.26946,0.06577,102.131,0.76587,-0.59927,-0.68499,0.49895,0.50568,4.4624,-24.1068,24.7975,123.618,6.5128843,2.051744799,5.753965848,1802.8723,3736.0523,71.05995891,52.6737965,89.31660641,-533.79176,-533.717151,-533.6268503,-533.5522413,13.4586,-0.25384,-0.00731,-0.13057,0.24653,0.03458,111.962,0.71018,0.50669,0.01046,-0.77957,-2.9389,-43.2921,6.3882606,2.226880128,5.911052281,1669.1466,1386.5965,69.82022356,51.06499942,89.13534691,-684.1545092,-684.0241283,-683.8607835,-683.7304027,5.475309164,-0.309626864,-0.063279861,-0.186453363,0.246347003,0.070563363,146.8857066,0.685320259,-0.555230732,-0.492241287,0.510609773,5.994714439,-26.40373774,122.342371,116.1557943,103.4733078,76.48499124,79.05272999,104.6866359,6.508972174,2.028548676,5.750898759,1772.145482,75.76286476,62.01321279,90.44778971,-480.9266534,-480.7580212,-480.6835574,-480.5149252,2.343045499,-0.270607463,0.000352509,-0.135123814,0.270959972,0.033695272,121.6586384,-0.885528159,-0.043040429,0.004688843,0.368547184,131.2682127,0.179049465,30.74383524,0.771143785,-0.380734757,107.1869237,0.152457385,110.5031101,6.082054458,2.003152874,8.012300139,3492.590931,3572.930824,1655.156103,52.86632354,42.64112277,72.80008378
Ac18-N12,Ac18,N12,3.5844,1.276591096,-572.4429255,-572.3460664,-572.2013452,-572.1044861,3.241582068,-0.290948885,-0.040129116,-0.165537861,0.250819768,0.054629814,119.0257627,0.781720744,-0.607690307,-0.699575739,0.185707675,0.503294698,12.33849681,23.48267929,25.19295736,124.8447611,8.125664399,1.7,4.038099664,1793.331694,3772.533134,67.88887225,48.85186189,87.86570918,-571.899197,-571.816421,-571.7251666,-571.6423906,15.3688,-0.2549,0.0093,-0.1228,0.2642,0.02854,125.929,0.74463,0.24423,0.01897,-0.788425,10.9256,1.4413,8.22287153,1.70022783,4.002988799,1695.6008,1318.5404,65.98928212,46.67047184,87.16652038,-722.269592,-722.1335753,-721.9631837,-721.8271669,5.356649862,-0.293123822,-0.058300038,-0.17571193,0.234823784,0.065741699,167.3551739,0.696665752,-0.579657644,-0.484194826,0.198001583,15.91691106,19.97778881,120.0385675,120.0425251,161.1909023,18.79028684,18.80999341,161.2088174,8.093664612,1.70085243,4.983411983,1732.108671,72.30228136,57.82754494,88.98489373,-647.7906697,-647.7103139,-647.6307815,-647.5504258,1.649551771,-0.283966399,0.000957865,-0.141504267,0.284924264,0.035134465,84.51563208,-0.873810609,-0.228858801,0.002124774,0.367871718,143.0553488,0.220188955,30.72529715,0.775291203,-0.384524758,106.9164797,0.532057016,110.4130206,4.969620909,1.732529755,5.78180733,3498.029066,3576.485073,1666.169822,48.36164415,36.70007077,70.46128675
Ac15-N15,Ac15,N15,4.0469,1.397938801,-1417.648557,-1417.559184,-1417.36911,-1417.279737,4.319636897,-0.308236754,-0.049617959,-0.178927356,0.258618795,0.061899827,144.2270607,0.796646376,-0.624635331,-0.709388891,-0.291039903,0.501209859,4.057410296,40.73120105,25.30066248,125.3245343,8.581687999,2.055157154,5.52230759,1786.838763,3770.624435,67.58027242,47.96946794,87.87484476,-1417.097886,-1417.022857,-1416.886541,-1416.811512,20.2115,-0.26799,-0.00748,-0.13773,0.26051,0.03641,155.967,0.74986,-0.23267,0.00876,-0.80651,3.0511,14.6804,8.70850392,2.123152323,5.51982958,1676.8802,1332.7821,65.8419068,45.92453135,87.20359145,-1567.474877,-1567.344869,-1567.133558,-1567.00355,7.29873917,-0.302863063,-0.063606276,-0.183229821,0.239256787,0.070166819,193.7663201,0.719218371,-0.58830565,-0.48301831,-0.293556829,8.348976631,42.73425641,119.7295081,115.9493075,93.2160738,85.97623184,86.71083976,94.0968546,8.51216391,2.519650431,5.60705168,1762.585214,72.31753896,57.2114327,89.08817238,-441.5956173,-441.4519545,-441.3774133,-441.2337504,3.155287688,-0.276232352,0.000329008,-0.137955593,0.27656136,0.034406646,107.9344028,-0.879818631,-0.207507832,0.006191759,0.367261984,140.9683193,1.115231053,30.64536802,0.785059712,-0.380413098,107.046272,0.658605291,109.8281279,5.56217072,1.746078034,6.007450925,3498.603283,3578.306538,1662.699373,50.23412992,38.85102459,71.40789643
Ac10-N11,Ac10,N11,4.8470,1.578359957,-535.5279225,-535.416998,-535.2965271,-535.1856025,2.410476452,-0.285324951,-0.001456818,-0.143387828,0.283868133,0.036216715,102.609767,0.812895012,-0.611441369,-0.709648805,-0.140527607,0.502747221,-0.779653733,120.5817425,25.24475073,125.4961404,5.8915248,1.913560255,6.43358886,1837.400935,3758.382225,69.85918166,51.18440441,88.55800733,-534.985721,-534.887746,-534.8174541,-534.7194791,11.8321,-0.24593,0.0154,-0.11527,0.26133,0.02542,115.399,0.75914,-0.15197,0.02662,-0.80782,1.0056,113.4184,4.64589413,1.890040955,7.175631413,1699.3134,1350.1692,69.57269564,51.18573424,88.56782184,-685.3540124,-685.2010408,-685.0611932,-684.9082217,4.189792784,-0.287638347,-0.023262003,-0.15544963,0.264376344,0.045712001,144.6632242,0.733388322,-0.566321347,-0.499928826,-0.129302429,0.450556613,117.4038739,121.3099441,115.5897855,34.79266176,143.9986961,144.954528,35.73410689,4.77971375,1.888591958,6.996083906,1806.896811,75.54792645,61.96071885,90.10222357,-637.0391758,-636.7814614,-636.7118448,-636.4541304,2.575847911,-0.297763345,0.001594435,-0.148083891,0.29935778,0.036628386,161.8727329,-0.887146555,-0.042645721,0.009815982,0.36900878,128.6522323,1.919166151,30.97978918,0.787818547,-0.378381399,106.98697,1.070580126,109.6971945,6.276919102,2.011602607,8.234450634,3490.343543,3570.771498,1654.100047,53.11201459,43.71224599,72.60909661
Ac12-N6,Ac12,N6,4.8703,1.58314527,-434.7907651,-434.7484844,-434.6252274,-434.5829468,1.497983355,-0.329477418,-0.030674908,-0.180079384,0.29880251,0.054263742,61.94702174,0.781572025,-0.603721145,-0.698507263,0.126136809,0.505336625,14.38917207,26.76165821,25.2246953,124.8130824,5.245395612,1.701236527,3.145692021,1802.146738,3769.714168,67.57228904,48.46544142,87.76675665,-434.249841,-434.221019,-434.1518018,-434.1229798,8.2533,-0.27847,0.02158,-0.12845,0.30005,0.02749,69.174,0.7461,0.16788,0.01382,-0.78895,11.903,9.7779,5.36073913,1.7,3.14398136,1694.6922,1329.6732,65.75773386,46.32973587,87.12254479,-584.615152,-584.5319139,-584.3864536,-584.3032154,3.32852546,-0.30746114,-0.052980677,-0.180220909,0.254480463,0.063824138,106.0564468,0.69791496,-0.568309558,-0.485034706,0.142830044,17.38916126,23.40789513,120.7197135,118.7005633,87.40962931,91.7697993,91.94224053,88.8780829,5.3401733,1.745057626,5.250246975,1748.274241,72.1049173,57.54215144,88.97755909,-480.7253645,-480.5675397,-480.4825554,-480.3247306,1.751256887,-0.267075286,-0.019887314,-0.14348195,0.247187972,0.041645584,139.2578667,-0.880405794,-0.210143,0.003515597,0.368050958,139.405671,0.580331644,30.64385272,0.777734725,-0.429213807,106.807428,0.631341866,110.3313565,5.655189822,1.796887292,7.079468286,3498.705843,3576.484395,1663.59863,50.68469736,39.58448318,71.60193211
Ac8-N3,Ac8,N3,4.8788,1.584899288,-757.7749852,-757.7371168,-757.5994854,-757.561617,3.685997771,-0.323563235,-0.027345534,-0.175449385,0.296217701,0.051961698,75.96192898,0.809668038,-0.613505472,-0.702030766,-0.020251786,0.501951185,10.38694669,24.17531016,25.17463139,124.8559932,5.708366646,1.760964689,3.251984379,1800.233746,3769.942952,68.16835304,49.2458041,87.92076175,-757.224434,-757.20057,-757.1191065,-757.0952425,12.5153,-0.27314,0.01855,-0.12729,0.29169,0.02778,86.5175,0.7705,0.00997,0.03168,-0.79958,9.1354,3.6748,5.78905253,1.756973035,3.24695072,1689.9686,1321.4395,66.27482757,47.08861628,87.17531194,-907.6034592,-907.5245689,-907.3629438,-907.2840535,6.056736024,-0.302920973,-0.046079524,-0.17449914,0.256841448,0.059291966,121.0888471,0.729196514,-0.586030441,-0.487379837,-0.003039553,12.82790605,20.377325,119.8977784,119.5984501,128.6512143,51.00910456,51.34530471,128.9943456,5.668637857,1.801783035,5.087870651,1742.109174,72.67831096,58.30335319,89.08868685,-825.9893412,-825.8599178,-825.7710285,-825.6416051,2.042279437,-0.296738468,0.000880292,-0.147924494,0.297618761,0.036762516,113.7497136,-0.891160009,-0.180450364,0.004977679,0.379079105,141.8199188,0.455263086,31.26841787,0.766626518,-0.37917069,107.0472076,0.207756124,110.8071955,5.988747481,1.852308703,6.488482766,3500.90084,3578.887746,1661.931775,50.28343349,39.28737327,71.26549684
Ac8-N13,Ac8,N13,5.1781,1.644438194,-757.7749852,-757.7371168,-757.5994854,-757.561617,3.685997771,-0.323563235,-0.027345534,-0.175449385,0.296217701,0.051961698,75.96192898,0.809668038,-0.613505472,-0.702030766,-0.020251786,0.501951185,10.38694669,24.17531016,25.17463139,124.8559932,5.708366646,1.760964689,3.251984379,1800.233746,3769.942952,68.16835304,49.2458041,87.92076175,-757.224434,-757.20057,-757.1191065,-757.0952425,12.5153,-0.27314,0.01855,-0.12729,0.29169,0.02778,86.5175,0.7705,0.00997,0.03168,-0.79958,9.1354,3.6748,5.78905253,1.756973035,3.24695072,1689.9686,1321.4395,66.27482757,47.08861628,87.17531194,-907.6034592,-907.5245689,-907.3629438,-907.2840535,6.056736024,-0.302920973,-0.046079524,-0.17449914,0.256841448,0.059291966,121.0888471,0.729196514,-0.586030441,-0.487379837,-0.003039553,12.82790605,20.377325,119.8977784,119.5984501,128.6512143,51.00910456,51.34530471,128.9943456,5.668637857,1.801783035,5.087870651,1742.109174,72.67831096,58.30335319,89.08868685,-664.1877278,-664.0764974,-663.9150883,-663.8038579,3.123235666,-0.305652398,-0.007264149,-0.156456281,0.298388248,0.041023592,103.4663377,-0.873835789,-0.211283859,0.001653715,0.368048638,136.600974,0.104946468,30.83464006,0.770831788,-0.384381178,106.9681119,0.016051382,110.6205084,6.306523922,1.744693151,7.683018069,3497.198077,3576.18858,1666.270835,48.68090495,37.1539941,70.70437797
Ac12-N3,Ac12,N3,5.9721,1.787090252,-434.7907651,-434.7484844,-434.6252274,-434.5829468,1.497983355,-0.329477418,-0.030674908,-0.180079384,0.29880251,0.054263742,61.94702174,0.781572025,-0.603721145,-0.698507263,0.126136809,0.505336625,14.38917207,26.76165821,25.2246953,124.8130824,5.245395612,1.701236527,3.145692021,1802.146738,3769.714168,67.57228904,48.46544142,87.76675665,-434.249841,-434.221019,-434.1518018,-434.1229798,8.2533,-0.27847,0.02158,-0.12845,0.30005,0.02749,69.174,0.7461,0.16788,0.01382,-0.78895,11.903,9.7779,5.36073913,1.7,3.14398136,1694.6922,1329.6732,65.75773386,46.32973587,87.12254479,-584.615152,-584.5319139,-584.3864536,-584.3032154,3.32852546,-0.30746114,-0.052980677,-0.180220909,0.254480463,0.063824138,106.0564468,0.69791496,-0.568309558,-0.485034706,0.142830044,17.38916126,23.40789513,120.7197135,118.7005633,87.40962931,91.7697993,91.94224053,88.8780829,5.3401733,1.745057626,5.250246975,1748.274241,72.1049173,57.54215144,88.97755909,-825.9893412,-825.8599178,-825.7710285,-825.6416051,2.042279437,-0.296738468,0.000880292,-0.147924494,0.297618761,0.036762516,113.7497136,-0.891160009,-0.180450364,0.004977679,0.379079105,141.8199188,0.455263086,31.26841787,0.766626518,-0.37917069,107.0472076,0.207756124,110.8071955,5.988747481,1.852308703,6.488482766,3500.90084,3578.887746,1661.931775,50.28343349,39.28737327,71.26549684
Ac2-N8,Ac2,N8,6.0444,1.799123951,-630.5064087,-630.3423959,-630.2234239,-630.0594111,1.42228106,-0.32730783,-0.00242,-0.164861499,0.32488783,0.041829166,106.435117,0.831266172,-0.62662567,-0.707502494,-0.296086994,0.502714668,-3.429282331,142.5197415,25.29834821,125.5148998,6.769215428,2.026370598,7.237024755,1821.124335,3759.923188,68.71037045,49.94620198,87.97877069,-629.9668094,-629.8156451,-629.7437342,-629.5925699,17.02617488,-0.272193768,0.011733003,-0.130230383,0.283926771,0.029865471,117.4966674,0.788327506,-0.295656287,0.020474584,-0.814218078,1.097099772,139.3636122,7.612654548,2.130017448,6.619916123,1698.223422,1350.832,66.58300599,47.08898504,87.16257405,-780.3322186,-780.1269552,-779.9873993,-779.7821359,3.340757696,-0.307227197,-0.023349498,-0.1652856,0.2838777,0.048120187,149.9656389,0.759507867,-0.586378461,-0.493141142,-0.284683681,0.157556092,139.2686589,121.146158,115.5358874,83.79526848,96.12345485,96.24425128,83.83659195,7.813880926,2.137939981,6.757574157,1789.566069,73.03767997,58.24672025,89.04312401,-343.069405,-342.967559,-342.9026174,-342.8007714,2.7865,-0.30244,-0.00322,-0.15283,0.29922,0.03903,84.7624,-0.87243,-0.21232,0.00076,0.57826,138.9523,0.0441,30.87735,0.7762,-0.38415,106.709,0.146,110.465,4.87203638,1.7,5.987965019,3493.7978,3571.3233,1666.9311,48.0505409,36.60271839,70.26991697
Ac3-N7,Ac3,N7,6.7767,1.91348288,-1095.280774,-1095.202492,-1094.885576,-1094.807294,2.537,-0.3507,-0.04961,-0.20015,0.30109,0.06653,112.669,0.8262,-0.6109,-0.70462,-0.16139,0.50791,6.9613,37.0846,24.8355,124.428,7.11692862,2.452555016,5.09583318,1800.1845,3768.8923,69.30777272,50.97442999,88.19658417,-1094.752398,-1094.68811,-1094.411943,-1094.347655,13.7132,-0.2822,-0.00359,-0.14289,0.27861,0.03664,120.848,0.78027,-0.12289,0,-0.79496,8.9229,15.7221,7.14308853,2.496905493,5.011879591,1696.7188,1321.5565,67.38768973,48.79066958,87.3864621,-1245.102124,-1244.982241,-1244.646171,-1244.526288,1.67167034,-0.308751599,-0.055327215,-0.182038384,0.253424384,0.065384038,157.0927764,0.74695731,-0.561090351,-0.492924088,-0.143549879,4.023742853,31.44131843,120.8498613,117.0622284,80.69364441,92.84498686,99.14394887,87.3176244,7.15307105,2.649419117,5.341436036,1768.921645,74.04633396,60.21662121,89.66296977,-343.0732818,-342.9712336,-342.9057091,-342.8036608,3.366978485,-0.304860188,-0.003160173,-0.154013851,0.301700015,0.039315025,84.59259139,-0.877825848,-0.221970728,0.006942688,0.369110553,135.4655244,1.067387999,30.43430952,0.787828462,-0.384313401,106.7013347,0.885549407,109.821115,5.68604154,1.7505709,5.960390745,3495.063558,3572.085847,1668.845932,49.30899441,37.20715811,71.21791864
Ac2-N13,Ac2,N13,7.1229,1.963307926,-630.5064087,-630.3423959,-630.2234239,-630.0594111,1.42228106,-0.32730783,-0.00242,-0.164861499,0.32488783,0.041829166,106.435117,0.831266172,-0.62662567,-0.707502494,-0.296086994,0.502714668,-3.429282331,142.5197415,25.29834821,125.5148998,6.769215428,2.026370598,7.237024755,1821.124335,3759.923188,68.71037045,49.94620198,87.97877069,-629.9668094,-629.8156451,-629.7437342,-629.5925699,17.02617488,-0.272193768,0.011733003,-0.130230383,0.283926771,0.029865471,117.4966674,0.788327506,-0.295656287,0.020474584,-0.814218078,1.097099772,139.3636122,7.612654548,2.130017448,6.619916123,1698.223422,1350.832,66.58300599,47.08898504,87.16257405,-780.3322186,-780.1269552,-779.9873993,-779.7821359,3.340757696,-0.307227197,-0.023349498,-0.1652856,0.2838777,0.048120187,149.9656389,0.759507867,-0.586378461,-0.493141142,-0.284683681,0.157556092,139.2686589,121.146158,115.5358874,83.79526848,96.12345485,96.24425128,83.83659195,7.813880926,2.137939981,6.757574157,1789.566069,73.03767997,58.24672025,89.04312401,-664.1877278,-664.0764974,-663.9150883,-663.8038579,3.123235666,-0.305652398,-0.007264149,-0.156456281,0.298388248,0.041023592,103.4663377,-0.873835789,-0.211283859,0.001653715,0.368048638,136.600974,0.104946468,30.83464006,0.770831788,-0.384381178,106.9681119,0.016051382,110.6205084,6.306523922,1.744693151,7.683018069,3497.198077,3576.18858,1666.270835,48.68090495,37.1539941,70.70437797
